key,Customer Age,Quantity,Revenue,Cost,Unit Price,Unit Cost,Profit Margin
24.0_F_France_Seine Saint Denis,24.0,29.0,9399.0,7927.0,444.1282051538461,366.5769230769231,0.13344808739031802
24.0_F_France_Seine et Marne,24.0,11.0,2118.0,2092.0,215.2333334,223.03400000000002,-0.03193853724434879
24.0_F_France_Somme,24.0,7.0,1062.0,1414.0,160.875,195.5,-0.1110213316095669
24.0_F_France_Yveline,24.0,12.0,5643.0,5157.0,563.5714285714286,507.0,0.15782232905809737
24.0_F_Germany_Bayern,24.0,24.0,8001.0,6213.0,335.09090909090907,259.4236363636364,0.26015424817037053
24.0_F_Germany_Hamburg,24.0,32.0,8108.0,6078.0,324.44444444444446,247.62055555555557,0.25497887249816037
24.0_F_Germany_Hessen,24.0,25.0,10968.0,8803.0,471.95454545454544,378.54545454545456,0.2548237542300998
24.0_F_Germany_Nordrhein-Westfalen,24.0,90.0,39832.0,30657.0,497.39682545238094,384.68595238095236,0.25994164298429406
24.0_F_Germany_Saarland,24.0,61.0,22845.0,18229.0,543.4753086666667,442.6666666666667,0.2606912677788932
24.0_F_United Kingdom_England,24.0,201.0,63195.0,58300.0,376.7777777647059,346.96735294117644,0.12582294511390288
24.0_F_United States_Arizona,24.0,2.0,71.0,65.0,35.5,32.5,0.08450704225352113
24.0_F_United States_California,24.0,209.0,52312.0,50968.0,282.30996885981307,274.75392523364485,0.09898918269274826
24.0_F_United States_Oregon,24.0,46.0,8648.0,7985.0,232.93589742307694,211.89115384615386,0.1211923981235782
24.0_F_United States_Washington,24.0,89.0,17282.0,16342.0,288.71985812765956,278.84744680851065,0.12936161368174673
24.0_M_France_Charente-Maritime,24.0,15.0,2794.0,2680.0,191.28571428571428,180.95285714285714,-0.04266094256718763
24.0_M_France_Essonne,24.0,22.0,9224.0,9446.0,511.0757575454545,501.77272727272725,0.03956275649130081
24.0_M_France_Garonne (Haute),24.0,13.0,1950.0,2086.0,234.69047628571428,250.76142857142855,-0.11606756160918381
24.0_M_France_Hauts de Seine,24.0,17.0,3755.0,3553.0,340.416666625,314.5625,-0.013657962980374895
24.0_M_France_Loir et Cher,24.0,15.0,5845.0,5973.0,449.64814811111114,439.8333333333333,0.06717840661171688
24.0_M_France_Moselle,24.0,1.0,207.0,175.0,207.0,175.0,0.15458937198067632
24.0_M_France_Nord,24.0,10.0,1865.0,1492.0,206.58333325,166.5425,0.22962942133203337
24.0_M_France_Seine (Paris),24.0,31.0,17064.0,15174.0,726.127451,663.3529411764706,0.0686316240646731
24.0_M_France_Seine Saint Denis,24.0,19.0,3086.0,2886.0,161.48148133333333,158.29666666666668,0.07888950345634184
24.0_M_France_Seine et Marne,24.0,4.0,1415.0,1205.0,353.75,301.25,0.08267372132468492
24.0_M_France_Yveline,24.0,20.0,2410.0,2089.0,115.8,100.76700000000001,0.10753133842634195
24.0_M_Germany_Bayern,24.0,8.0,2589.0,1986.0,490.7333334,377.1,0.25898127045537306
24.0_M_Germany_Brandenburg,24.0,8.0,3208.0,2359.0,491.79166675,356.0,0.32401667585298777
24.0_M_Germany_Hamburg,24.0,50.0,24915.0,19004.0,564.8269231153846,423.2373076923077,0.28658931779547
24.0_M_Germany_Hessen,24.0,61.0,22704.0,17292.0,389.1935483548387,298.8764516129032,0.2624266720550273
24.0_M_Germany_Nordrhein-Westfalen,24.0,51.0,30451.0,23510.0,681.12666664,534.4728,0.25605913929752644
24.0_M_Germany_Saarland,24.0,13.0,3454.0,2958.0,203.458333375,163.5,0.25515548542958866
24.0_M_United Kingdom_England,24.0,134.0,44743.0,42147.0,445.0934343484849,413.94439393939393,0.10419536441074206
24.0_M_United States_California,24.0,252.0,76007.0,72632.0,384.0703125234375,364.21078125,0.09707485495534549
24.0_M_United States_Oregon,24.0,46.0,10397.0,10320.0,242.77272722727272,236.8409090909091,0.07730857097912457
24.0_M_United States_Utah,24.0,5.0,1404.0,1388.0,239.16666666666666,236.0,0.047014628600047376
24.0_M_United States_Washington,24.0,128.0,30131.0,27948.0,321.53703706349205,300.63222222222225,0.10853214885720265
25.0_F_France_Essonne,25.0,4.0,1456.0,1981.0,364.0,495.25,-0.20811818703384968
25.0_F_France_Hauts de Seine,25.0,22.0,4816.0,4492.0,236.43333330000002,222.266,0.05837047512201806
25.0_F_France_Loiret,25.0,9.0,4985.0,5021.0,648.6,594.266,0.03434350580040376
25.0_F_France_Moselle,25.0,9.0,3241.0,2921.0,358.13333339999997,333.434,0.13046170266401463
25.0_F_France_Nord,25.0,2.0,52.0,35.0,26.0,17.5,0.3269230769230769
25.0_F_France_Seine (Paris),25.0,14.0,8870.0,8708.0,557.6666667142857,528.6428571428571,0.10038648163122585
25.0_F_France_Seine et Marne,25.0,2.0,740.0,810.0,370.0,405.0,0.11385430587793954
25.0_F_France_Val d'Oise,25.0,7.0,468.0,380.0,85.55555566666668,73.33333333333333,0.15700799130417278
25.0_F_France_Yveline,25.0,18.0,2517.0,2043.0,176.208333375,143.875,0.14199875541476767
25.0_F_Germany_Bayern,25.0,32.0,21679.0,17734.0,927.3111111333333,741.0213333333334,0.22850934841480033
25.0_F_Germany_Brandenburg,25.0,14.0,4654.0,3758.0,538.904762,446.11857142857144,0.27509439252183
25.0_F_Germany_Hamburg,25.0,34.0,18324.0,15466.0,737.675925888889,624.7222222222222,0.19377425381780627
25.0_F_Germany_Hessen,25.0,31.0,10826.0,8386.0,398.02941176470586,311.84294117647056,0.2626386973268382
25.0_F_Germany_Nordrhein-Westfalen,25.0,62.0,18139.0,14283.0,328.7580645483871,259.72032258064513,0.2623451281937693
25.0_F_Germany_Saarland,25.0,42.0,21643.0,16948.0,711.6666667,555.242,0.25883561092771384
25.0_F_United Kingdom_England,25.0,167.0,63457.0,57737.0,429.63203459740254,395.34636363636366,0.13247253964799227
25.0_F_United States_California,25.0,178.0,37568.0,38180.0,255.51872658426967,258.1983146067416,0.09193675683119397
25.0_F_United States_Georgia,25.0,2.0,100.0,90.0,50.0,45.0,0.1
25.0_F_United States_Oregon,25.0,29.0,5369.0,5380.0,298.92307684615383,312.1284615384615,0.07268683479192405
25.0_F_United States_Washington,25.0,86.0,19049.0,18496.0,294.5797101521739,287.38760869565215,0.10421968884834401
25.0_F_United States_Wyoming,25.0,1.0,140.0,117.0,140.0,117.0,0.16428571428571428
25.0_M_France_Essonne,25.0,5.0,1270.0,1131.0,414.2222223333333,365.89000000000004,-0.027580374352253845
25.0_M_France_Garonne (Haute),25.0,12.0,5457.0,4266.0,599.361111,503.8883333333333,0.21900759352086588
25.0_M_France_Hauts de Seine,25.0,23.0,14623.0,13626.0,907.7142857142857,862.7621428571429,0.11754739668661439
25.0_M_France_Loiret,25.0,6.0,2496.0,2405.0,324.8333333333333,312.2233333333333,0.060569950517548626
25.0_M_France_Nord,25.0,27.0,7110.0,6396.0,291.6794872307692,271.5507692307692,0.09064131938033028
25.0_M_France_Seine (Paris),25.0,63.0,15659.0,14567.0,287.23809524999996,269.5835714285714,0.11346487476447865
25.0_M_France_Seine Saint Denis,25.0,5.0,2667.0,2641.0,551.6666666666666,521.8333333333334,0.1026033160172695
25.0_M_France_Seine et Marne,25.0,11.0,3236.0,2645.0,324.63888883333334,267.8333333333333,0.11172297093275112
25.0_M_France_Val d'Oise,25.0,4.0,731.0,882.0,177.5,193.66500000000002,-0.0769630950864229
25.0_M_France_Yveline,25.0,21.0,11767.0,9999.0,709.9833333,589.917,0.14811778222495806
25.0_M_Germany_Bayern,25.0,27.0,10443.0,7487.0,629.6410256153847,462.82076923076926,0.27307065923199186
25.0_M_Germany_Hamburg,25.0,61.0,36439.0,28793.0,599.5404040606061,467.8636363636364,0.27377051877974645
25.0_M_Germany_Hessen,25.0,43.0,20286.0,15597.0,443.59166665000004,333.9665,0.2842897581095163
25.0_M_Germany_Nordrhein-Westfalen,25.0,50.0,15768.0,11133.0,421.71969699999994,298.6513636363636,0.30583771137938887
25.0_M_Germany_Saarland,25.0,61.0,21767.0,16232.0,406.7795699354839,304.4735483870968,0.2678461898511346
25.0_M_United Kingdom_England,25.0,195.0,66140.0,61453.0,389.78267973529415,357.4394117647059,0.12028717563105606
25.0_M_United States_California,25.0,235.0,54521.0,52371.0,257.59620595934956,247.80739837398374,0.10299150801906844
25.0_M_United States_Oregon,25.0,73.0,19006.0,18826.0,281.8809523714286,275.72342857142854,0.06985436983980574
25.0_M_United States_Washington,25.0,143.0,39421.0,37673.0,312.6103603648649,302.98432432432435,0.09934426293562641
26.0_F_France_Essonne,26.0,4.0,3263.0,2868.0,705.8333335,619.665,0.12289403996081866
26.0_F_France_Garonne (Haute),26.0,7.0,1579.0,1412.0,305.8,272.9,0.02325101932989333
26.0_F_France_Hauts de Seine,26.0,14.0,4783.0,4141.0,288.7142857142857,252.28571428571428,0.07887424678429097
26.0_F_France_Moselle,26.0,7.0,3240.0,3123.0,409.5,384.0,0.08541945059361593
26.0_F_France_Nord,26.0,49.0,14127.0,12681.0,384.3409091363637,338.02272727272725,0.05688952192587189
26.0_F_France_Seine (Paris),26.0,43.0,17275.0,14443.0,454.8115942173913,383.9491304347826,0.1356571950631668
26.0_F_France_Seine Saint Denis,26.0,29.0,9563.0,7439.0,449.8809522857143,358.29785714285714,0.1375342098070114
26.0_F_France_Val de Marne,26.0,6.0,2085.0,2108.0,314.2777776666667,298.8333333333333,0.08170752022185877
26.0_F_France_Yveline,26.0,13.0,5082.0,4643.0,397.35714285714283,369.2857142857143,0.07924013529479652
26.0_F_Germany_Bayern,26.0,10.0,3290.0,1992.0,367.33333325,225.8325,0.3700346633911714
26.0_F_Germany_Hamburg,26.0,28.0,13833.0,11068.0,556.8854166875,440.166875,0.25473473920467077
26.0_F_Germany_Hessen,26.0,39.0,13831.0,10431.0,466.9696969545455,362.8859090909091,0.28061060052088754
26.0_F_Germany_Nordrhein-Westfalen,26.0,53.0,16043.0,12680.0,355.29710152173914,274.95608695652174,0.2626424678719877
26.0_F_Germany_Saarland,26.0,26.0,4394.0,3317.0,156.65384607692306,117.08923076923075,0.25065778818773277
26.0_F_United Kingdom_England,26.0,248.0,67982.0,62506.0,323.3811594173913,298.5257391304348,0.1093854066000997
26.0_F_United States_California,26.0,229.0,38932.0,38048.0,204.3952802300885,199.52362831858406,0.1000124907511199
26.0_F_United States_Oregon,26.0,75.0,17498.0,17229.0,332.5765765675676,332.40972972972975,0.10642354649531403
26.0_F_United States_Washington,26.0,140.0,32839.0,33981.0,305.4590163606557,320.5544262295082,0.06239788684467721
26.0_M_France_Charente-Maritime,26.0,22.0,8391.0,9855.0,504.78787872727275,593.9845454545455,-0.01409400920413782
26.0_M_France_Essonne,26.0,24.0,12243.0,11159.0,753.8030303636365,692.0,0.16473002993932775
26.0_M_France_Garonne (Haute),26.0,11.0,2900.0,2382.0,249.49999975,203.335,0.21019652552583273
26.0_M_France_Hauts de Seine,26.0,16.0,3490.0,3498.0,264.14285714285717,249.69,0.05351840137091945
26.0_M_France_Loiret,26.0,8.0,1498.0,1021.0,168.83333333333334,114.94333333333333,0.3463822414239264
26.0_M_France_Moselle,26.0,9.0,2069.0,1633.0,233.2666668,201.266,0.23501407052901951
26.0_M_France_Nord,26.0,19.0,7877.0,6777.0,552.05,479.467,0.03430541208898723
26.0_M_France_Seine (Paris),26.0,33.0,7668.0,7305.0,254.64705882352942,238.5494117647059,0.0846894133030452
26.0_M_France_Seine Saint Denis,26.0,15.0,5060.0,4256.0,366.0952381428571,325.1657142857143,0.13501307976562418
26.0_M_France_Seine et Marne,26.0,3.0,136.0,120.0,45.333333,40.0,0.11764705882352941
26.0_M_France_Somme,26.0,7.0,908.0,682.0,111.38888899999999,83.66666666666667,0.16832462456923836
26.0_M_France_Val de Marne,26.0,10.0,1648.0,1602.0,170.3333334,160.234,0.017034477316886776
26.0_M_France_Yveline,26.0,17.0,6355.0,6714.0,375.27777777777777,358.87,0.05685156587486923
26.0_M_Germany_Bayern,26.0,26.0,13974.0,10784.0,545.77777775,430.25,0.24694563671138992
26.0_M_Germany_Brandenburg,26.0,4.0,3162.0,2915.0,1308.3333335,1259.165,0.14142752238457237
26.0_M_Germany_Hamburg,26.0,28.0,13214.0,10689.0,507.7142857142857,412.8092857142857,0.241879566324698
26.0_M_Germany_Hessen,26.0,40.0,14833.0,10210.0,422.9696969545455,286.7877272727273,0.3095683688094193
26.0_M_Germany_Nordrhein-Westfalen,26.0,60.0,14860.0,10306.0,294.65104168749997,206.099375,0.3184656790223049
26.0_M_Germany_Saarland,26.0,77.0,27358.0,21095.0,456.34234232432436,356.70675675675676,0.26989880431689683
26.0_M_United Kingdom_England,26.0,274.0,76062.0,69301.0,337.23309178985505,304.71623188405795,0.13571586712191042
26.0_M_United States_California,26.0,237.0,77848.0,75769.0,403.21794868376065,394.3717094017094,0.08378055112332086
26.0_M_United States_Oregon,26.0,46.0,11372.0,10097.0,318.73188404347826,291.2173913043478,0.15714825703794166
26.0_M_United States_Washington,26.0,75.0,15273.0,14036.0,227.13725488235295,207.8429411764706,0.13592849773617785
27.0_F_France_Charente-Maritime,27.0,10.0,3474.0,3040.0,426.25,375.2075,0.23557635180827374
27.0_F_France_Essonne,27.0,14.0,4350.0,4223.0,311.6666665714286,278.52285714285716,0.09214414818608811
27.0_F_France_Hauts de Seine,27.0,5.0,2879.0,2177.0,451.0,347.6666666666667,0.12135766281337108
27.0_F_France_Loiret,27.0,19.0,5264.0,5092.0,273.0740741111111,265.6488888888889,0.1732071000019013
27.0_F_France_Moselle,27.0,10.0,2611.0,2794.0,302.8055555,287.805,0.027825564207068332
27.0_F_France_Nord,27.0,22.0,5152.0,4892.0,330.9305555,299.25,0.012459419625055592
27.0_F_France_Seine (Paris),27.0,28.0,7323.0,5908.0,398.22619042857144,313.3092857142857,0.12696616125566723
27.0_F_France_Seine Saint Denis,27.0,32.0,11701.0,10358.0,428.30555555555554,395.87055555555554,0.12308316463112957
27.0_F_France_Seine et Marne,27.0,21.0,10576.0,8524.0,595.8333333636364,477.2263636363636,0.1858607061469326
27.0_F_France_Yveline,27.0,36.0,9019.0,9266.0,335.4215686470588,335.2841176470588,0.08484379462373973
27.0_F_Germany_Bayern,27.0,22.0,10288.0,8130.0,617.0833334,501.74899999999997,0.26223873374756534
27.0_F_Germany_Hamburg,27.0,4.0,2295.0,1582.0,719.1666665,511.0,0.3058250182994953
27.0_F_Germany_Hessen,27.0,56.0,23255.0,17434.0,539.3978494516128,400.6506451612903,0.282619063377829
27.0_F_Germany_Nordrhein-Westfalen,27.0,40.0,9851.0,7541.0,288.1083334,219.37449999999998,0.25244213120979475
27.0_F_Germany_Saarland,27.0,79.0,33925.0,26943.0,542.8425925833333,445.67555555555555,0.22704687357233785
27.0_F_United Kingdom_England,27.0,200.0,69511.0,63636.0,419.5320512692308,384.9164423076923,0.1298904342418353
27.0_F_United States_California,27.0,199.0,69289.0,69685.0,406.69191918181815,408.0064646464646,0.06899427834388981
27.0_F_United States_Oregon,27.0,39.0,6487.0,6071.0,185.99074077777777,173.37055555555557,0.10192206576484561
27.0_F_United States_Washington,27.0,87.0,19830.0,19790.0,259.3798449767442,258.4418604651163,0.10257331120575124
27.0_M_France_Essonne,27.0,27.0,10679.0,8275.0,530.9523809285714,386.9042857142857,0.16878806159821821
27.0_M_France_Garonne (Haute),27.0,5.0,760.0,790.0,135.83333349999998,142.08499999999998,-0.07972027972027972
27.0_M_France_Hauts de Seine,27.0,21.0,6673.0,6438.0,474.95,469.6,0.07695604980896201
27.0_M_France_Loir et Cher,27.0,20.0,7686.0,6666.0,357.291666625,310.875,0.16627156446113056
27.0_M_France_Moselle,27.0,8.0,2180.0,2146.0,465.33333325,479.665,0.060332111088639784
27.0_M_France_Nord,27.0,23.0,6936.0,6815.0,393.6212120909091,363.60636363636365,0.03211928485600662
27.0_M_France_Seine (Paris),27.0,56.0,16602.0,14781.0,460.06790129629627,407.34592592592594,0.05112865446823491
27.0_M_France_Seine Saint Denis,27.0,26.0,12407.0,13025.0,605.2619047857143,645.8685714285714,0.024395553598138164
27.0_M_France_Val de Marne,27.0,18.0,7802.0,8086.0,528.4375,591.29125,0.047741279809183315
27.0_M_France_Yveline,27.0,30.0,9360.0,8014.0,270.19999993333334,245.744,0.13735596413617687
27.0_M_Germany_Bayern,27.0,20.0,8020.0,5792.0,449.48148144444446,319.55555555555554,0.28571535989702423
27.0_M_Germany_Hamburg,27.0,44.0,14742.0,10691.0,377.92857142857144,278.76190476190476,0.2594998153454743
27.0_M_Germany_Hessen,27.0,50.0,15458.0,12481.0,437.8580246666667,349.8333333333333,0.22926861836516416
27.0_M_Germany_Nordrhein-Westfalen,27.0,38.0,12671.0,9380.0,450.03174604761904,326.8014285714286,0.27394576358675893
27.0_M_Germany_Saarland,27.0,73.0,33724.0,26842.0,537.5641025897436,431.893076923077,0.2523980723794397
27.0_M_United Kingdom_England,27.0,220.0,76611.0,70342.0,419.2241887876106,379.5104424778761,0.11664833657854795
27.0_M_United States_California,27.0,278.0,83085.0,81172.0,302.9851851777778,291.9688888888889,0.08581421057364629
27.0_M_United States_Illinois,27.0,3.0,1720.0,2071.0,573.333333,690.33,-0.20406976744186048
27.0_M_United States_Oregon,27.0,70.0,12602.0,11787.0,244.83796297222221,236.50472222222223,0.11804231901930125
27.0_M_United States_Washington,27.0,113.0,29265.0,29359.0,259.84848483636364,257.43054545454544,0.0773057250374212
28.0_F_France_Charente-Maritime,28.0,24.0,8594.0,8510.0,326.06060609090906,336.56,-0.007821575234702893
28.0_F_France_Essonne,28.0,48.0,24543.0,23236.0,654.8124999583333,603.32625,0.09580103823746022
28.0_F_France_Garonne (Haute),28.0,10.0,2983.0,2911.0,535.4,529.1,0.10314833844965605
28.0_F_France_Loir et Cher,28.0,3.0,2241.0,1995.0,797.25,778.75,0.07092229825643434
28.0_F_France_Loiret,28.0,31.0,11732.0,10754.0,490.8529412352941,465.74470588235295,0.15684798545419937
28.0_F_France_Moselle,28.0,3.0,1856.0,1701.0,618.666667,567.0,0.08351293103448276
28.0_F_France_Nord,28.0,15.0,6274.0,6059.0,459.3333332857143,444.38,0.0980043730551743
28.0_F_France_Seine (Paris),28.0,31.0,11221.0,11205.0,326.9270833125,320.864375,0.07040576730617255
28.0_F_France_Seine Saint Denis,28.0,45.0,20329.0,19691.0,694.984126952381,636.3338095238096,0.07999616421762037
28.0_F_France_Seine et Marne,28.0,45.0,22291.0,19583.0,630.9057970869566,567.6086956521739,0.14278937104483214
28.0_F_France_Val d'Oise,28.0,11.0,7219.0,6365.0,753.8055555000001,728.8883333333333,0.07878326779694066
28.0_F_France_Val de Marne,28.0,1.0,1292.0,1701.0,1292.0,1701.0,-0.31656346749226005
28.0_F_France_Yveline,28.0,5.0,3751.0,5126.0,898.5,1237.75,-0.1950759911826382
28.0_F_Germany_Bayern,28.0,31.0,15696.0,12386.0,650.490196117647,514.2941176470588,0.24139625475381088
28.0_F_Germany_Brandenburg,28.0,11.0,4787.0,4042.0,397.0833333333333,323.3883333333333,0.22489293355991716
28.0_F_Germany_Hamburg,28.0,44.0,25919.0,20409.0,720.4015151363636,574.5522727272727,0.2614125803562715
28.0_F_Germany_Hessen,28.0,94.0,48510.0,38108.0,626.2740740444444,488.64066666666673,0.2553748425719515
28.0_F_Germany_Nordrhein-Westfalen,28.0,45.0,15987.0,12191.0,408.8055555416667,305.5829166666667,0.2725140506504607
28.0_F_Germany_Saarland,28.0,48.0,16857.0,13340.0,381.47333332,309.25239999999997,0.24638139261956787
28.0_F_United Kingdom_England,28.0,250.0,114429.0,107287.0,539.0120967580646,509.5950806451613,0.10978333076158536
28.0_F_United States_California,28.0,242.0,58312.0,57906.0,297.6996997117117,295.71639639639636,0.0848048162077096
28.0_F_United States_Oregon,28.0,47.0,10645.0,9791.0,276.6666666666667,257.36125,0.11453874295414558
28.0_F_United States_Washington,28.0,151.0,43083.0,44174.0,338.2853881506849,349.2054794520548,0.07708739895398375
28.0_M_France_Essonne,28.0,5.0,2205.0,2178.0,572.7777776666667,626.0,0.1937486783054113
28.0_M_France_Hauts de Seine,28.0,17.0,6883.0,6018.0,437.86666669999994,398.733,0.01676391700783281
28.0_M_France_Loir et Cher,28.0,19.0,3438.0,2959.0,162.0000001111111,140.4811111111111,0.11230328102571879
28.0_M_France_Loiret,28.0,32.0,10688.0,12135.0,382.68333335,447.8415,-0.03584777132981165
28.0_M_France_Moselle,28.0,18.0,4294.0,3931.0,285.7666667,253.4,0.14263307894686159
28.0_M_France_Nord,28.0,37.0,13349.0,14258.0,427.5092592777778,447.75888888888886,-0.010115780980733848
28.0_M_France_Pas de Calais,28.0,6.0,805.0,823.0,181.75,186.25,0.07904609431660783
28.0_M_France_Seine (Paris),28.0,70.0,28697.0,25477.0,397.8809523714286,348.1328571428571,0.07440754145057163
28.0_M_France_Seine Saint Denis,28.0,21.0,12288.0,10843.0,595.7424243636364,502.3481818181818,0.10129858147672267
28.0_M_France_Somme,28.0,2.0,1983.0,1855.0,991.5,927.5,0.05965858782005484
28.0_M_France_Val de Marne,28.0,2.0,1003.0,1120.0,501.5,560.0,-0.11665004985044865
28.0_M_France_Yveline,28.0,18.0,7185.0,5932.0,404.08333325,332.47875,0.14067540786801958
28.0_M_Germany_Bayern,28.0,24.0,13770.0,10465.0,723.7604166250001,549.60375,0.27668543992039346
28.0_M_Germany_Brandenburg,28.0,19.0,10165.0,7406.0,645.777777888889,475.0,0.2733383477975982
28.0_M_Germany_Hamburg,28.0,24.0,11362.0,9033.0,485.3194445,385.80583333333334,0.24582127672729878
28.0_M_Germany_Hessen,28.0,44.0,20644.0,16049.0,542.6984127142857,424.4757142857143,0.27582098833197893
28.0_M_Germany_Nordrhein-Westfalen,28.0,69.0,33492.0,26610.0,580.50925925,469.3888888888889,0.24110670338157497
28.0_M_Germany_Saarland,28.0,49.0,21117.0,17292.0,510.74000004000004,407.4932,0.2345862556444971
28.0_M_United Kingdom_England,28.0,313.0,142677.0,136472.0,541.878125,522.530125,0.09197320220247106
28.0_M_United States_California,28.0,318.0,78841.0,76468.0,306.5566239294872,297.78852564102567,0.1063135738306271
28.0_M_United States_Oregon,28.0,54.0,17534.0,17201.0,365.05172410344824,351.08,0.09796053257264592
28.0_M_United States_Washington,28.0,145.0,38899.0,37388.0,307.5305164084507,292.59661971830985,0.10195025372232305
28.0_M_United States_Wyoming,28.0,4.0,2174.0,2384.0,389.0,418.665,0.04603629417383
29.0_F_France_Charente-Maritime,29.0,7.0,1802.0,1743.0,260.7222223333333,247.77666666666664,0.048781710532755616
29.0_F_France_Essonne,29.0,6.0,1025.0,953.0,254.0,245.0,-0.005813934234986866
29.0_F_France_Garonne (Haute),29.0,9.0,7446.0,6802.0,972.4666666,868.2,0.06484170189351017
29.0_F_France_Hauts de Seine,29.0,17.0,7414.0,7293.0,479.0,489.3,0.08824284418177322
29.0_F_France_Loiret,29.0,18.0,5173.0,4173.0,276.61904757142855,222.8814285714286,0.09564856570962217
29.0_F_France_Moselle,29.0,5.0,992.0,787.0,244.5833335,193.0,0.06110384447693057
29.0_F_France_Nord,29.0,45.0,17895.0,15964.0,476.1666667142857,427.3885714285714,0.011564904423016957
29.0_F_France_Seine (Paris),29.0,49.0,19402.0,17977.0,542.1041666666666,530.0620833333334,0.07374196235529469
29.0_F_France_Seine Saint Denis,29.0,63.0,19595.0,19854.0,357.1388889,363.22166666666664,0.030628235775265245
29.0_F_France_Somme,29.0,6.0,2787.0,2586.0,464.5,431.0,0.03699613473219216
29.0_F_France_Val d'Oise,29.0,2.0,1147.0,1019.0,573.5,509.5,0.029421655953032963
29.0_F_France_Yveline,29.0,19.0,9347.0,8455.0,570.75,495.645,0.011319448330915097
29.0_F_Germany_Bayern,29.0,61.0,18346.0,13976.0,429.87222223333333,331.45,0.2777158472510874
29.0_F_Germany_Brandenburg,29.0,7.0,2751.0,2142.0,339.7222223333333,262.5,0.25288874984220727
29.0_F_Germany_Hamburg,29.0,69.0,32718.0,26003.0,492.0959595757576,381.7269696969697,0.25326968862878907
29.0_F_Germany_Hessen,29.0,44.0,16601.0,13099.0,428.1031746190476,341.0161904761905,0.23458284960032347
29.0_F_Germany_Nordrhein-Westfalen,29.0,65.0,35891.0,27708.0,682.85937496875,531.9265625,0.25959163673918867
29.0_F_Germany_Saarland,29.0,34.0,16577.0,13048.0,544.0952381428572,422.8085714285714,0.2261903957956163
29.0_F_United Kingdom_England,29.0,267.0,100568.0,94514.0,463.2573529485294,435.2400735294118,0.11229839836033217
29.0_F_United States_California,29.0,253.0,63355.0,64696.0,298.25972222499996,306.4345,0.0726625006685934
29.0_F_United States_Florida,29.0,11.0,3126.0,3294.0,264.13333339999997,266.26599999999996,0.05528013475357787
29.0_F_United States_Oregon,29.0,69.0,20969.0,21597.0,398.469696969697,409.08060606060604,0.06441478006798863
29.0_F_United States_South Carolina,29.0,11.0,640.0,503.0,75.1333334,59.234,0.22346246585218577
29.0_F_United States_Washington,29.0,178.0,44363.0,44127.0,270.565476202381,265.5755952380952,0.08594547028377329
29.0_M_France_Essonne,29.0,12.0,9650.0,9749.0,815.4666666,820.732,-0.013489451637628802
29.0_M_France_Garonne (Haute),29.0,2.0,425.0,350.0,212.5,175.0,0.18571428571428572
29.0_M_France_Hauts de Seine,29.0,47.0,24418.0,22948.0,676.54,627.0468,0.07413486287457449
29.0_M_France_Loiret,29.0,4.0,1223.0,1420.0,232.5,260.0,-0.0006442903601889954
29.0_M_France_Nord,29.0,17.0,7498.0,7576.0,627.2037036666667,622.5922222222222,0.09073266919685091
29.0_M_France_Seine (Paris),29.0,61.0,26894.0,26298.0,588.0490195882353,587.2061764705883,0.047048168066284105
29.0_M_France_Seine Saint Denis,29.0,51.0,18318.0,16004.0,343.986111125,298.90916666666664,0.08076392692945723
29.0_M_France_Seine et Marne,29.0,13.0,6578.0,6222.0,529.6388888333333,507.805,0.12479037214764906
29.0_M_France_Yveline,29.0,7.0,1786.0,1211.0,294.1666666666667,199.16666666666666,0.29450449265424505
29.0_M_Germany_Bayern,29.0,8.0,4754.0,3390.0,487.91666675,340.2075,0.3244562043020386
29.0_M_Germany_Hamburg,29.0,57.0,31505.0,25547.0,666.8735632413793,529.3965517241379,0.23530502479240162
29.0_M_Germany_Hessen,29.0,69.0,26885.0,22217.0,439.39393942424243,362.68151515151516,0.22678405029358642
29.0_M_Germany_Nordrhein-Westfalen,29.0,12.0,2045.0,1596.0,226.16666666666666,182.19500000000002,0.23765915922752576
29.0_M_Germany_Saarland,29.0,61.0,34272.0,27945.0,733.9642856785714,596.2853571428572,0.22058355883197958
29.0_M_United Kingdom_England,29.0,321.0,117035.0,109286.0,457.0113871739131,424.2163354037267,0.10961805980561279
29.0_M_United States_California,29.0,281.0,64654.0,61021.0,292.5137844586466,282.5863157894737,0.11816667586703243
29.0_M_United States_Oregon,29.0,44.0,14840.0,14605.0,388.21527779166667,378.93041666666664,0.08469453953590877
29.0_M_United States_Washington,29.0,127.0,35999.0,34180.0,379.3518518472222,360.0276388888889,0.09952381311552665
30.0_F_France_Essonne,30.0,17.0,3909.0,3291.0,306.8333334285714,269.2142857142857,0.19560614301925178
30.0_F_France_Hauts de Seine,30.0,20.0,5176.0,5162.0,264.09259255555554,266.7966666666667,0.08262149379454417
30.0_F_France_Loiret,30.0,7.0,2198.0,1955.0,353.875,327.5,0.13573262711510437
30.0_F_France_Moselle,30.0,5.0,674.0,820.0,212.66666666666666,261.10999999999996,-0.14061897717731672
30.0_F_France_Nord,30.0,43.0,11869.0,10790.0,280.7222221904762,245.88095238095238,0.15640513392732855
30.0_F_France_Seine (Paris),30.0,91.0,27864.0,24756.0,388.3666666444444,342.95933333333335,0.11427578038114612
30.0_F_France_Seine Saint Denis,30.0,54.0,11273.0,10978.0,231.16666664000002,221.51319999999998,0.07963668502774687
