Year,Customer Age,Customer Gender,Product Category,Quantity,Unit Price,Profit Margin,Age Group,Quarter
2016,19,F,Accessories,3,95.0,0.14035087719298245,18-24,Q2
2016,19,F,Accessories,2,38.5,0.22077922077922077,18-24,Q2
2016,19,F,Accessories,2,44.5,0.21348314606741572,18-24,Q2
2016,19,F,Accessories,2,49.5,0.1919191919191919,18-24,Q2
2016,19,F,Accessories,3,18.0,0.25925925925925924,18-24,Q2
2016,19,F,Accessories,1,120.0,0.125,18-24,Q2
2016,19,F,Bikes,1,2476.0,0.0630048465266559,18-24,Q2
2016,19,F,Accessories,1,60.0,0.16666666666666666,18-24,Q2
2016,19,F,Accessories,1,128.0,0.21875,18-24,Q2
2016,19,F,Clothing,1,57.0,0.21052631578947367,18-24,Q2
2015,19,F,Bikes,2,360.0,-0.0875,18-24,Q1
2015,19,F,Bikes,2,466.0,-0.07296137339055794,18-24,Q2
2015,19,F,Accessories,3,3.666667,0.09090909090909091,18-24,Q3
2015,19,F,Accessories,2,38.0,0.14473684210526316,18-24,Q3
2015,19,F,Bikes,3,344.333333,-0.08422071636011616,18-24,Q4
2015,19,F,Accessories,3,264.666667,0.1624685138539043,18-24,Q4
2015,19,F,Bikes,1,2508.0,0.025917065390749602,18-24,Q4
2015,19,F,Bikes,1,1708.0,0.004098360655737705,18-24,Q4
2015,19,F,Accessories,3,335.0,0.16417910447761194,18-24,Q4
2016,21,M,Accessories,1,89.0,0.19101123595505617,18-24,Q3
2015,21,F,Accessories,2,82.0,0.2926829268292683,18-24,Q4
2015,21,F,Accessories,2,51.5,-0.21359223300970873,18-24,Q4
2015,21,F,Accessories,1,23.0,0.21739130434782608,18-24,Q4
2015,21,F,Accessories,3,72.333333,0.3087557603686636,18-24,Q4
2015,21,F,Accessories,3,23.333333,0.14285714285714285,18-24,Q4
2015,21,F,Accessories,3,20.0,0.16666666666666666,18-24,Q4
2015,21,M,Bikes,1,614.0,0.07980456026058631,18-24,Q4
2015,21,M,Accessories,2,90.5,0.20994475138121546,18-24,Q4
2016,85,M,Accessories,2,546.0,0.16666666666666666,65+,Q1
2016,85,M,Accessories,1,92.0,0.2391304347826087,65+,Q1
2016,85,M,Accessories,1,332.0,0.12650602409638553,65+,Q3
2016,85,M,Accessories,1,52.0,0.23076923076923078,65+,Q3
2016,85,M,Accessories,2,3.0,0.16666666666666666,65+,Q3
2016,22,M,Accessories,2,61.0,0.21311475409836064,18-24,Q1
2016,22,M,Accessories,3,137.333333,0.1650485436893204,18-24,Q1
2016,22,M,Accessories,2,31.0,0.25806451612903225,18-24,Q1
2016,22,M,Accessories,1,375.0,0.14933333333333335,18-24,Q1
2016,22,M,Accessories,3,4.0,0.16666666666666666,18-24,Q1
2016,22,M,Accessories,1,85.0,0.2,18-24,Q1
2016,22,M,Accessories,3,10.666667,0.21875,18-24,Q1
2016,22,M,Accessories,3,30.0,0.16666666666666666,18-24,Q1
2016,22,M,Accessories,2,85.5,0.23976608187134502,18-24,Q1
2016,22,M,Accessories,1,428.0,0.29906542056074764,18-24,Q1
2016,22,M,Accessories,1,72.0,0.2361111111111111,18-24,Q1
2015,22,M,Accessories,3,51.333333,0.12337662337662338,18-24,Q3
2015,22,M,Accessories,2,276.0,0.13043478260869565,18-24,Q3
2015,22,M,Accessories,2,47.0,0.14893617021276595,18-24,Q3
2015,22,M,Accessories,2,285.0,0.14035087719298245,18-24,Q3
2015,22,M,Accessories,1,51.0,0.0196078431372549,18-24,Q4
2015,22,M,Accessories,2,32.5,0.15384615384615385,18-24,Q4
2015,22,M,Accessories,2,11.0,0.09090909090909091,18-24,Q4
2015,22,M,Accessories,1,445.0,0.04719101123595506,18-24,Q4
2015,22,M,Accessories,1,35.0,0.14285714285714285,18-24,Q4
2015,22,M,Accessories,3,27.666667,0.27710843373493976,18-24,Q4
2015,22,M,Accessories,2,52.0,0.27884615384615385,18-24,Q4
2016,23,F,Bikes,2,360.0,0.2152777777777778,18-24,Q1
2016,23,F,Accessories,3,79.333333,0.2605042016806723,18-24,Q1
2016,23,F,Clothing,1,2279.0,0.3589293549802545,18-24,Q1
2016,23,F,Accessories,2,115.0,0.043478260869565216,18-24,Q1
2016,22,M,Accessories,2,138.5,0.36462093862815886,18-24,Q1
2016,22,M,Bikes,1,732.0,0.26229508196721313,18-24,Q1
2016,23,M,Bikes,3,219.0,0.1400304414003044,18-24,Q1
2016,23,M,Accessories,3,50.0,0.13333333333333333,18-24,Q1
2016,23,M,Accessories,1,82.0,0.024390243902439025,18-24,Q1
2016,23,M,Accessories,3,465.333333,0.2979942693409742,18-24,Q1
2016,24,F,Accessories,3,58.333333,0.22857142857142856,18-24,Q3
2016,24,F,Accessories,3,288.666667,0.3648960739030023,18-24,Q1
2016,24,F,Accessories,3,160.333333,0.2681912681912682,18-24,Q2
2016,24,F,Bikes,2,234.5,-0.2046908315565032,18-24,Q1
2016,24,F,Accessories,2,629.5,0.3050039714058777,18-24,Q1
2016,24,M,Bikes,1,486.0,-0.16255144032921812,18-24,Q1
2016,24,M,Accessories,3,71.333333,0.1822429906542056,18-24,Q1
2016,24,F,Bikes,1,753.0,0.249667994687915,18-24,Q1
2016,24,F,Accessories,2,2.5,0.0,18-24,Q1
2016,24,F,Accessories,2,356.5,0.3688639551192146,18-24,Q1
2016,24,F,Accessories,1,981.0,0.10805300713557595,18-24,Q1
2016,17,M,Bikes,1,808.0,0.04826732673267327,<18,Q2
2016,54,F,Clothing,2,54.0,0.09259259259259259,45-54,Q1
2016,54,F,Accessories,3,274.333333,0.08869987849331713,45-54,Q1
2016,37,M,Accessories,1,833.0,0.36614645858343337,35-44,Q2
2016,37,M,Bikes,2,376.0,0.24867021276595744,35-44,Q1
2016,37,M,Clothing,2,44.0,0.2840909090909091,35-44,Q1
2016,38,M,Accessories,3,2.333333,0.2857142857142857,35-44,Q1
2016,38,M,Accessories,1,1026.0,0.3664717348927875,35-44,Q1
2016,38,M,Clothing,3,1059.666667,0.4007549543881724,35-44,Q1
2016,38,M,Bikes,1,747.0,0.24364123159303883,35-44,Q1
2016,38,M,Accessories,2,292.0,0.3407534246575342,35-44,Q1
2016,38,M,Bikes,3,490.666667,0.2391304347826087,35-44,Q1
2016,38,M,Accessories,2,571.5,0.29571303587051617,35-44,Q1
2016,38,M,Bikes,1,2167.0,0.21504383940932165,35-44,Q2
2016,38,M,Accessories,2,750.5,0.3937375083277815,35-44,Q2
2015,38,M,Bikes,2,442.0,0.11425339366515837,35-44,Q1
2015,38,M,Bikes,3,420.333333,0.20697858842188738,35-44,Q2
2015,38,M,Bikes,1,2924.0,0.21511627906976744,35-44,Q3
2015,38,M,Bikes,1,585.0,0.07692307692307693,35-44,Q4
2015,38,M,Accessories,2,94.5,0.25925925925925924,35-44,Q4
2015,38,M,Bikes,2,296.0,0.08783783783783784,35-44,Q4
2015,38,M,Accessories,3,154.666667,0.24568965517241378,35-44,Q4
2016,38,F,Clothing,3,39.333333,0.1694915254237288,35-44,Q2
2016,38,F,Accessories,1,43.0,0.18604651162790697,35-44,Q2
2015,38,F,Accessories,3,68.333333,0.024390243902439025,35-44,Q3
2015,38,F,Accessories,3,9.0,0.07407407407407407,35-44,Q3
2015,38,F,Accessories,1,151.0,0.0728476821192053,35-44,Q4
2015,38,F,Accessories,1,67.0,0.1044776119402985,35-44,Q4
2015,38,F,Accessories,1,531.0,0.096045197740113,35-44,Q4
2015,38,F,Accessories,1,137.0,0.08759124087591241,35-44,Q4
2015,38,F,Accessories,1,603.0,0.07296849087893864,35-44,Q4
2015,38,F,Accessories,2,37.5,0.09333333333333334,35-44,Q4
2016,38,F,Clothing,1,246.0,0.15853658536585366,35-44,Q2
2015,38,F,Clothing,2,9.0,0.0,35-44,Q3
2015,38,F,Clothing,3,20.333333,0.11475409836065574,35-44,Q4
2016,37,F,Bikes,2,326.0,0.1334355828220859,35-44,Q1
2016,37,F,Accessories,2,196.0,0.19642857142857142,35-44,Q1
2016,37,F,Accessories,3,154.0,0.3181818181818182,35-44,Q2
2016,37,F,Bikes,2,330.0,0.18181818181818182,35-44,Q1
2016,37,F,Bikes,1,2834.0,0.18136908962597037,35-44,Q1
2016,37,F,Bikes,2,389.0,0.3059125964010283,35-44,Q1
2015,37,F,Bikes,1,2473.0,0.06186817630408411,35-44,Q3
2016,37,M,Bikes,1,430.0,-0.2558139534883721,35-44,Q1
2016,37,M,Clothing,3,49.333333,0.02702702702702703,35-44,Q1
2015,37,M,Clothing,3,8.0,0.25,35-44,Q4
2016,27,F,Accessories,2,109.0,0.3577981651376147,25-34,Q1
2016,27,F,Accessories,2,328.5,0.1308980213089802,25-34,Q1
2016,27,F,Accessories,3,181.333333,0.09926470588235294,25-34,Q1
2016,27,F,Accessories,1,1101.0,0.10990009082652134,25-34,Q2
2015,27,F,Clothing,1,354.0,0.2627118644067797,25-34,Q3
2015,27,F,Clothing,1,101.0,0.2871287128712871,25-34,Q4
2016,27,F,Bikes,1,368.0,-0.4673913043478261,25-34,Q1
2016,27,F,Bikes,2,245.0,-0.15306122448979592,25-34,Q1
2015,27,F,Bikes,3,142.333333,-0.2646370023419204,25-34,Q3
2016,27,F,Clothing,3,67.666667,0.2019704433497537,25-34,Q1
2016,27,F,Bikes,2,357.0,0.20868347338935575,25-34,Q1
2016,27,F,Bikes,2,299.5,0.09849749582637729,25-34,Q2
2015,27,F,Bikes,1,2014.0,-0.13952333664349553,25-34,Q3
2016,27,F,Bikes,1,768.0,0.2643229166666667,25-34,Q1
2016,27,F,Bikes,3,956.333333,0.1913558731265249,25-34,Q2
2016,27,F,Bikes,2,1618.5,0.2832869941303676,25-34,Q2
2016,77,F,Accessories,1,212.0,0.27358490566037735,65+,Q3
2016,77,F,Clothing,3,596.666667,0.2905027932960894,65+,Q3
2016,28,F,Accessories,1,548.0,0.3978102189781022,25-34,Q2
2016,28,F,Clothing,2,301.5,0.2537313432835821,25-34,Q2
2016,28,F,Clothing,1,593.0,0.33895446880269814,25-34,Q2
2016,28,M,Accessories,2,158.5,0.14826498422712933,25-34,Q1
2015,28,M,Accessories,1,820.0,0.1951219512195122,25-34,Q4
2015,28,M,Clothing,1,1225.0,-0.34775510204081633,25-34,Q4
2015,28,M,Bikes,3,680.666667,-0.16748285994123407,25-34,Q4
2015,28,M,Accessories,3,224.333333,-0.3075780089153046,25-34,Q4
2016,28,F,Accessories,3,34.0,0.16666666666666666,25-34,Q1
2016,28,F,Accessories,2,69.5,0.15827338129496402,25-34,Q1
2016,28,F,Bikes,2,1106.5,-0.03705377315860822,25-34,Q1
2016,28,F,Bikes,3,796.0,0.038944723618090454,25-34,Q1
2016,28,F,Bikes,3,855.0,0.09551656920077972,25-34,Q1
2016,28,F,Accessories,2,154.5,0.15857605177993528,25-34,Q2
2016,28,F,Accessories,3,38.666667,0.1810344827586207,25-34,Q2
2016,28,F,Bikes,2,1279.5,0.10316529894490035,25-34,Q2
2016,28,F,Bikes,1,676.0,0.16420118343195267,25-34,Q2
2016,28,F,Bikes,3,250.666667,-0.022606382978723406,25-34,Q2
2016,28,F,Bikes,1,2253.0,-0.018641810918774968,25-34,Q2
2016,28,F,Accessories,1,173.0,0.1907514450867052,25-34,Q2
2016,28,F,Accessories,2,6.0,0.16666666666666666,25-34,Q2
2016,28,F,Accessories,2,49.5,0.24242424242424243,25-34,Q2
2016,28,F,Accessories,2,49.0,0.17346938775510204,25-34,Q2
2016,28,F,Bikes,1,2489.0,0.07794294897549217,25-34,Q2
2016,28,F,Accessories,3,4.666667,0.2857142857142857,25-34,Q2
2016,28,F,Accessories,3,34.0,0.21568627450980393,25-34,Q2
2016,28,F,Bikes,3,892.0,0.13303437967115098,25-34,Q2
2016,28,F,Bikes,3,866.0,0.11662817551963048,25-34,Q2
2016,28,F,Bikes,2,1276.5,0.10105757931844889,25-34,Q2
2016,28,F,Accessories,2,157.0,0.267515923566879,25-34,Q2
2016,28,F,Accessories,1,6.0,0.16666666666666666,25-34,Q2
2015,28,F,Bikes,2,1055.5,0.02936996684036002,25-34,Q1
2015,28,F,Bikes,2,996.5,-0.039136979427997994,25-34,Q2
2015,28,F,Bikes,3,658.666667,-0.04807692307692308,25-34,Q2
2015,28,F,Bikes,3,744.333333,0.07254814151365875,25-34,Q2
2015,28,F,Accessories,1,29.0,0.06896551724137931,25-34,Q3
2015,28,F,Accessories,3,39.0,0.017094017094017096,25-34,Q3
2015,28,F,Accessories,1,61.0,0.09836065573770492,25-34,Q3
2015,28,F,Accessories,1,171.0,0.10526315789473684,25-34,Q3
2015,28,F,Bikes,3,746.666667,-0.03571428571428571,25-34,Q4
2015,28,F,Bikes,3,682.333333,-0.12115290669272105,25-34,Q4
2015,28,F,Bikes,1,2153.0,-0.07756618671620993,25-34,Q4
2015,28,F,Accessories,2,75.0,0.13333333333333333,25-34,Q4
2015,28,F,Accessories,3,62.0,0.08064516129032258,25-34,Q4
2016,28,F,Clothing,2,373.5,0.31994645247657294,25-34,Q1
2016,28,F,Accessories,2,140.5,0.29537366548042704,25-34,Q1
2015,28,F,Accessories,1,1093.0,0.19945105215004574,25-34,Q4
2016,28,F,Bikes,3,592.666667,-0.2907761529808774,25-34,Q1
2016,28,F,Accessories,2,231.5,0.017278617710583154,25-34,Q1
2016,28,F,Accessories,1,162.0,0.19753086419753085,25-34,Q1
2016,28,F,Accessories,3,121.0,0.03581267217630854,25-34,Q1
2016,28,F,Bikes,1,2384.0,0.026845637583892617,25-34,Q1
2016,28,F,Accessories,2,820.5,0.360146252285192,25-34,Q1
2016,28,F,Accessories,2,190.0,-0.013157894736842105,25-34,Q1
2016,28,F,Bikes,1,2746.0,0.1551347414420976,25-34,Q1
2016,28,F,Accessories,2,13.0,0.23076923076923078,25-34,Q1
2016,28,F,Accessories,3,58.333333,0.37142857142857144,25-34,Q1
2016,28,F,Bikes,3,572.0,-0.38927738927738925,25-34,Q1
2016,28,F,Accessories,2,181.0,0.2541436464088398,25-34,Q1
2016,28,F,Clothing,3,83.333333,0.208,25-34,Q1
2016,28,F,Accessories,2,61.5,0.2682926829268293,25-34,Q1
2016,28,F,Accessories,3,67.333333,0.3069306930693069,25-34,Q1
2016,28,F,Bikes,1,3163.0,0.24628517230477395,25-34,Q2
2016,28,F,Accessories,3,10.666667,0.15625,25-34,Q2
2016,28,F,Accessories,2,17.0,-0.17647058823529413,25-34,Q2
2015,28,F,Bikes,3,581.333333,-0.2511467889908257,25-34,Q1
2015,28,F,Bikes,1,2492.0,0.019662921348314606,25-34,Q1
2016,28,F,Accessories,3,270.333333,0.18002466091245375,25-34,Q1
2016,28,F,Accessories,1,144.0,0.2708333333333333,25-34,Q1
2016,28,F,Accessories,2,471.0,0.2197452229299363,25-34,Q1
2016,28,F,Accessories,2,513.5,0.18208373904576436,25-34,Q1
2016,28,F,Accessories,3,374.333333,0.1585040071237756,25-34,Q1
2016,28,F,Accessories,2,266.5,0.21200750469043153,25-34,Q2
2016,28,F,Accessories,1,1049.0,0.23260247855100094,25-34,Q2
2016,28,F,Accessories,2,581.0,0.2469879518072289,25-34,Q2
2016,28,F,Accessories,2,109.0,0.19724770642201836,25-34,Q2
2015,28,F,Accessories,2,583.0,0.09948542024013722,25-34,Q3
2015,28,F,Accessories,2,211.5,0.17257683215130024,25-34,Q3
2015,28,F,Accessories,2,129.5,0.05405405405405406,25-34,Q4
2016,44,M,Accessories,1,1144.0,0.30506993006993005,35-44,Q1
2015,43,M,Accessories,2,46.0,0.29347826086956524,35-44,Q4
2015,43,M,Accessories,2,32.5,0.26153846153846155,35-44,Q4
2016,53,M,Bikes,3,757.0,-0.010568031704095112,45-54,Q1
2016,53,M,Accessories,2,7.5,0.3333333333333333,45-54,Q1
2016,53,M,Accessories,3,75.666667,0.2511013215859031,45-54,Q1
2016,53,M,Bikes,1,1562.0,-0.469270166453265,45-54,Q1
2016,53,M,Accessories,1,415.0,0.3253012048192771,45-54,Q1
2016,53,M,Accessories,3,19.666667,-0.01694915254237288,45-54,Q1
2016,53,M,Bikes,3,775.0,-0.05075268817204301,45-54,Q2
2016,53,M,Accessories,2,28.0,0.35714285714285715,45-54,Q2
2016,53,M,Accessories,3,29.666667,0.10112359550561797,45-54,Q2
2016,53,M,Accessories,2,259.0,0.32432432432432434,45-54,Q2
2015,53,M,Bikes,2,1325.0,0.07811320754716981,45-54,Q1
2015,53,M,Accessories,3,89.333333,0.3283582089552239,45-54,Q4
2015,53,M,Accessories,1,85.0,0.058823529411764705,45-54,Q4
2015,53,M,Bikes,2,1381.0,0.11549601737871108,45-54,Q4
2015,53,M,Bikes,2,818.0,-0.4028117359413203,45-54,Q4
2015,53,M,Accessories,3,29.333333,0.20454545454545456,45-54,Q4
2015,53,M,Accessories,3,43.0,0.26356589147286824,45-54,Q4
2015,53,M,Accessories,2,378.5,-0.017173051519154558,45-54,Q4
2015,53,M,Bikes,3,886.0,0.136568848758465,45-54,Q4
2015,53,M,Accessories,2,592.5,0.1729957805907173,45-54,Q4
2016,53,F,Clothing,1,383.0,0.3472584856396867,45-54,Q1
2016,53,F,Bikes,2,1433.0,0.14759246336357293,45-54,Q2
2016,53,F,Accessories,1,134.0,0.1044776119402985,45-54,Q2
2016,53,F,Accessories,1,423.0,0.3144208037825059,45-54,Q2
2015,53,F,Bikes,1,2352.0,0.07227891156462585,45-54,Q1
2015,53,F,Bikes,1,1569.0,-0.4627151051625239,45-54,Q4
2015,53,F,Accessories,1,7.0,0.2857142857142857,45-54,Q4
2015,53,F,Accessories,3,7.666667,0.13043478260869565,45-54,Q4
2015,53,F,Clothing,1,589.0,-0.2835314091680815,45-54,Q4
2016,52,F,Bikes,2,1344.0,0.09114583333333333,45-54,Q2
2016,52,F,Accessories,1,17.0,-0.058823529411764705,45-54,Q2
2016,52,F,Accessories,1,56.0,0.375,45-54,Q2
2016,52,F,Accessories,2,811.5,0.35304990757855825,45-54,Q2
2015,52,F,Bikes,2,1161.0,-0.05211024978466839,45-54,Q1
2015,52,F,Bikes,1,2696.0,0.1394658753709199,45-54,Q4
2016,52,M,Clothing,1,2878.0,0.31897150799166085,45-54,Q1
2016,52,F,Bikes,1,2548.0,0.09929356357927786,45-54,Q1
2016,52,F,Bikes,3,858.333333,0.0741747572815534,45-54,Q1
2016,52,F,Accessories,3,82.0,0.2682926829268293,45-54,Q1
2016,52,F,Clothing,3,456.333333,0.1183345507669832,45-54,Q1
2016,52,F,Accessories,1,25.0,0.2,45-54,Q1
2016,52,F,Accessories,3,87.0,0.23371647509578544,45-54,Q1
2016,52,F,Accessories,2,96.5,0.27461139896373055,45-54,Q1
2016,52,F,Accessories,2,7.0,0.2857142857142857,45-54,Q1
2016,52,F,Bikes,2,1427.5,0.18739054290718038,45-54,Q1
2016,52,F,Accessories,3,61.0,0.18032786885245902,45-54,Q1
2016,52,F,Bikes,1,2412.0,0.03814262023217247,45-54,Q1
2016,52,F,Accessories,1,12.0,0.16666666666666666,45-54,Q1
2016,52,F,Accessories,2,12.0,0.16666666666666666,45-54,Q1
2016,52,F,Bikes,3,889.666667,0.10678156612963657,45-54,Q2
2016,52,F,Accessories,3,13.666667,0.12195121951219512,45-54,Q2
2016,52,F,Accessories,2,43.5,0.19540229885057472,45-54,Q2
2016,52,F,Bikes,3,857.333333,0.07309486780715396,45-54,Q2
2016,52,F,Accessories,3,46.666667,0.17857142857142858,45-54,Q2
2016,52,F,Accessories,2,69.5,0.15827338129496402,45-54,Q2
2015,52,F,Bikes,1,2366.0,-0.03254437869822485,45-54,Q4
2015,52,F,Accessories,1,122.0,0.1885245901639344,45-54,Q4
2015,52,F,Accessories,3,34.0,0.11764705882352941,45-54,Q4
2015,51,M,Clothing,1,120.0,0.1,45-54,Q4
2016,51,M,Bikes,1,2747.0,0.16454313796869313,45-54,Q1
2016,51,M,Accessories,2,178.0,0.31179775280898875,45-54,Q1
2016,51,M,Accessories,1,8.0,0.375,45-54,Q1
2016,51,M,Accessories,2,63.0,0.30952380952380953,45-54,Q1
2016,51,M,Accessories,2,72.0,0.3402777777777778,45-54,Q3
2015,51,M,Bikes,2,1392.5,0.12280071813285458,45-54,Q3
2015,51,M,Bikes,1,3014.0,0.2090245520902455,45-54,Q3
2015,51,M,Accessories,2,322.0,0.18478260869565216,45-54,Q3
2015,51,M,Accessories,1,170.0,0.23529411764705882,45-54,Q4
2016,44,F,Clothing,2,1451.0,0.3004824259131633,35-44,Q1
2016,43,F,Clothing,3,634.0,0.3753943217665615,35-44,Q2
2015,43,F,Clothing,2,996.0,0.2620481927710843,35-44,Q3
2015,43,F,Clothing,1,634.0,0.13249211356466878,35-44,Q3
2016,43,M,Clothing,2,494.5,0.1263902932254803,35-44,Q1
2016,43,M,Clothing,1,1652.0,0.15012106537530268,35-44,Q1
2016,43,M,Clothing,2,474.5,0.2602739726027397,35-44,Q1
2016,43,M,Clothing,1,1889.0,0.20592906299629435,35-44,Q2
2016,43,M,Clothing,2,805.5,0.25512104283054005,35-44,Q2
2015,43,M,Clothing,1,765.0,0.011764705882352941,35-44,Q3
2015,43,M,Clothing,2,32.5,0.16923076923076924,35-44,Q4
2015,43,M,Clothing,1,160.0,-0.0125,35-44,Q4
2015,44,M,Clothing,2,129.0,0.18604651162790697,35-44,Q3
2015,45,F,Clothing,2,337.0,0.03857566765578635,45-54,Q3
2015,45,F,Clothing,2,452.0,0.3030973451327434,45-54,Q4
2015,45,F,Clothing,3,137.0,0.14841849148418493,45-54,Q4
2016,45,F,Clothing,2,967.5,0.3488372093023256,45-54,Q2
2016,46,F,Clothing,2,109.0,0.03669724770642202,45-54,Q3
2016,46,F,Clothing,2,25.0,-0.08,45-54,Q3
2015,46,F,Clothing,1,1957.0,0.10577414409810935,45-54,Q3
2016,46,M,Clothing,1,3339.0,0.3920335429769392,45-54,Q3
2016,46,M,Clothing,1,2073.0,0.34876989869753977,45-54,Q3
2016,46,F,Accessories,3,304.333333,0.37458926615553123,45-54,Q1
2015,46,F,Bikes,2,1390.5,0.14275440489032723,45-54,Q3
2016,47,M,Clothing,1,1004.0,0.30278884462151395,45-54,Q1
2016,47,M,Clothing,1,25.0,0.04,45-54,Q1
2016,47,F,Bikes,1,3098.0,0.2591994835377663,45-54,Q1
2016,47,F,Accessories,1,90.0,0.26666666666666666,45-54,Q1
2016,47,F,Clothing,1,197.0,0.25380710659898476,45-54,Q1
2015,47,F,Bikes,2,1367.0,0.12801755669348938,45-54,Q3
2015,47,F,Accessories,3,91.333333,0.23357664233576642,45-54,Q3
2015,47,F,Clothing,2,43.5,0.27586206896551724,45-54,Q3
2016,48,F,Bikes,2,1423.0,0.19360505973295855,45-54,Q1
2016,48,F,Accessories,3,51.333333,0.35064935064935066,45-54,Q1
2016,48,F,Accessories,2,102.5,0.34146341463414637,45-54,Q1
2016,48,F,Accessories,2,551.5,0.3019038984587489,45-54,Q1
2016,48,F,Clothing,1,1321.0,0.39439818319454956,45-54,Q1
2015,48,F,Bikes,3,847.333333,0.06215578284815106,45-54,Q3
2015,48,F,Accessories,2,57.0,0.2894736842105263,45-54,Q3
2015,48,F,Accessories,2,25.5,0.3137254901960784,45-54,Q3
2015,48,F,Accessories,1,779.0,0.2811296534017972,45-54,Q3
2015,48,F,Bikes,1,2812.0,0.15220483641536273,45-54,Q4
2015,48,F,Accessories,3,43.333333,0.3076923076923077,45-54,Q4
2015,48,F,Accessories,3,11.333333,0.20588235294117646,45-54,Q4
2015,48,F,Bikes,3,871.0,0.12169919632606199,45-54,Q4
2016,48,M,Bikes,3,819.0,0.06593406593406594,45-54,Q1
2016,48,M,Bikes,2,1428.0,0.16526610644257703,45-54,Q1
2016,48,M,Clothing,1,204.0,0.20588235294117646,45-54,Q1
2016,48,M,Bikes,3,711.333333,-0.07544517338331772,45-54,Q2
2016,48,M,Bikes,3,789.0,0.030418250950570342,45-54,Q2
2016,48,M,Clothing,2,39.5,0.20253164556962025,45-54,Q2
2016,48,M,Bikes,1,2935.0,0.20954003407155025,45-54,Q2
2016,48,M,Bikes,1,2579.0,0.10042652190771617,45-54,Q2
2015,48,M,Bikes,1,2554.0,0.04346123727486296,45-54,Q2
2015,48,M,Bikes,1,2314.0,-0.0557476231633535,45-54,Q3
2015,48,M,Bikes,3,750.333333,-0.08529542425588628,45-54,Q3
2015,48,M,Bikes,1,2223.0,-0.09896536212325686,45-54,Q3
2015,48,M,Clothing,3,93.0,0.12903225806451613,45-54,Q4
2016,56,F,Clothing,1,257.0,0.22957198443579765,55-64,Q1
2016,64,F,Accessories,2,115.5,0.23809523809523808,55-64,Q2
2016,64,F,Clothing,1,28.0,0.14285714285714285,55-64,Q2
2016,64,F,Accessories,3,90.666667,0.22794117647058823,55-64,Q2
2016,64,F,Accessories,2,326.0,0.19478527607361965,55-64,Q2
2016,56,F,Accessories,2,576.0,0.21006944444444445,55-64,Q1
2016,56,F,Accessories,1,36.0,0.16666666666666666,55-64,Q1
2016,56,F,Accessories,2,72.0,0.2708333333333333,55-64,Q1
2016,56,F,Accessories,3,324.666667,0.2813141683778234,55-64,Q1
2016,56,F,Accessories,3,194.333333,0.2727272727272727,55-64,Q1
2016,56,F,Accessories,1,89.0,0.23595505617977527,55-64,Q1
2016,56,F,Accessories,2,4.5,0.2222222222222222,55-64,Q1
2016,56,F,Accessories,3,170.333333,0.1780821917808219,55-64,Q2
2016,56,F,Accessories,3,218.333333,0.15419847328244274,55-64,Q2
2016,56,F,Accessories,1,114.0,0.16666666666666666,55-64,Q2
2016,56,F,Accessories,3,120.666667,0.2265193370165746,55-64,Q2
2016,56,F,Accessories,1,85.0,0.23529411764705882,55-64,Q2
2016,56,F,Accessories,3,314.333333,0.2046659597030753,55-64,Q2
2016,56,F,Accessories,1,62.0,0.14516129032258066,55-64,Q2
2016,56,F,Accessories,3,11.0,0.24242424242424243,55-64,Q2
2016,56,F,Accessories,2,22.0,0.1590909090909091,55-64,Q2
2016,56,F,Accessories,1,654.0,0.1743119266055046,55-64,Q3
2016,56,F,Accessories,1,114.0,0.12280701754385964,55-64,Q3
2016,56,F,Accessories,3,182.0,0.1336996336996337,55-64,Q3
2016,56,F,Accessories,3,20.666667,0.14516129032258066,55-64,Q3
2015,56,F,Accessories,2,437.0,0.07894736842105263,55-64,Q3
2015,56,F,Accessories,2,67.5,0.037037037037037035,55-64,Q3
2015,56,F,Accessories,2,393.5,0.15501905972045743,55-64,Q3
2015,56,F,Accessories,1,396.0,0.11616161616161616,55-64,Q3
2015,56,F,Accessories,1,74.0,0.10810810810810811,55-64,Q3
2015,56,F,Accessories,2,269.0,0.024163568773234202,55-64,Q3
2015,56,F,Accessories,1,9.0,0.0,55-64,Q3
2015,56,F,Accessories,2,24.0,-0.041666666666666664,55-64,Q3
2015,56,F,Accessories,1,824.0,0.06553398058252427,55-64,Q3
2015,56,F,Accessories,2,5.0,0.0,55-64,Q3
2015,56,F,Accessories,3,162.0,0.12551440329218108,55-64,Q3
2015,56,F,Accessories,2,154.0,0.09090909090909091,55-64,Q3
2015,56,F,Accessories,1,666.0,0.0990990990990991,55-64,Q3
2015,56,F,Accessories,3,22.0,0.030303030303030304,55-64,Q3
2015,56,F,Accessories,3,226.333333,0.042709867452135494,55-64,Q4
2015,56,F,Accessories,1,62.0,0.0,55-64,Q4
2015,56,F,Accessories,3,214.333333,0.06376360808709176,55-64,Q4
2015,56,F,Accessories,3,13.666667,0.0975609756097561,55-64,Q4
2015,56,F,Accessories,3,94.333333,0.13427561837455831,55-64,Q4
2016,55,F,Accessories,1,44.0,0.20454545454545456,55-64,Q1
2016,55,F,Accessories,3,27.0,0.18518518518518517,55-64,Q1
2016,55,F,Accessories,1,95.0,0.11578947368421053,55-64,Q1
2016,55,F,Accessories,1,432.0,0.18981481481481483,55-64,Q1
2016,55,F,Accessories,2,4.5,0.2222222222222222,55-64,Q1
